"Provider","EventId","MarketId","SelectionId","MarketType","Handicap","BetType","EventName","MarketName","StartTime"
"sentrybot","35363232","1.255174646","1213581","ASIAN_HANDICAP","0","BACK","Atletico Tucuman v Gimnasia La Plata","Asian Handicap","2026-03-21 00:00:00"
"sentrybot","35355772","1.255098430","17328211","ASIAN_HANDICAP","0","BACK","San Lorenzo v Deportivo Rincon","Asian Handicap","2026-03-21 00:15:00"
"sentrybot","35380886","1.255431282","7097927","MATCH_ODDS","0","BACK","San Martin De San Juan v San Martin de Tucuman","Match Odds","2026-03-21 00:30:00"
"sentrybot","35393005","1.255555636","42554009","PLAYER_HANDICAP","0","BACK","Carlos Alcaraz v Joao Fonseca","Handicap","2026-03-21 01:00:00"
"sentrybot","35372473","1.255304812","48350","MATCH_ODDS","0","BACK","Blackburn Rovers v Middlesbrough","Match Odds","2026-03-21 12:30:00"
"sentrybot","35393576","1.255571876","5852914","MATCH_ODDS","0","BACK","Blaublitz Akita v Vanraure Hachinohe","Match Odds","2026-03-21 05:00:00"
"sentrybot","35370892","1.255285243","2955487","MATCH_ODDS","0","BACK","Beijing Guoan v Shanghai Shenhua","Match Odds","2026-03-21 07:30:00"
"sentrybot","35376592","1.255358793","30582862","ASIAN_HANDICAP","0","BACK","Mazatlan v Cruz Azul","Asian Handicap","2026-03-21 03:06:00"
"sentrybot","35387397","1.255503019","5851482","FIRST_HALF_GOALS","0","BACK","Fagiano Okayama v V-Varen Nagasaki","First Half Goals 0.5","2026-03-21 05:00:00"
"sentrybot","35387399","1.255502803","5851482","FIRST_HALF_GOALS","0","BACK","Avispa Fukuoka v Gamba Osaka","First Half Goals 0.5","2026-03-21 05:30:00"
"sentrybot","35376592","1.255358793","328204","ASIAN_HANDICAP","0","BACK","Mazatlan v Cruz Azul","Asian Handicap","2026-03-21 03:06:00"
"sentrybot","35351325","1.255291398","2469649","ASIAN_HANDICAP","0","BACK","Brisbane Roar v Wellington Phoenix","Asian Handicap","2026-03-21 04:00:00"
"sentrybot","35351325","1.255291387","2469649","MATCH_ODDS","0","BACK","Brisbane Roar v Wellington Phoenix","Match Odds","2026-03-21 04:00:00"
"sentrybot","35379106","1.255398736","84958475","MATCH_ODDS","0","BACK","Liaoning Tieren v Tianjin Jinmen Tiger","Match Odds","2026-03-21 07:30:00"
"sentrybot","35393573","1.255572146","13432059","MATCH_ODDS","0","BACK","Nagano Parceiro v Iwaki FC","Match Odds","2026-03-21 05:00:00"
"sentrybot","35387456","1.255505173","5352230","MATCH_ODDS","0","BACK","Daejeon Citizen v Jeonbuk Motors","Match Odds","2026-03-21 05:00:00"
"sentrybot","35379109","1.255395058","55903803","MATCH_ODDS","0","BACK","Chongqing Tonglianglong v Chengdu Rongcheng","Match Odds","2026-03-21 11:35:00"
"sentrybot","35394263","1.255584601","5154595","ASIAN_HANDICAP","0","BACK","Goyang Skygunners v Mobis Phoebus","Handicap","2026-03-21 05:00:00"
"sentrybot","35371224","1.255292232","61640820","MATCH_ODDS","0","BACK","Perth Glory v Central Coast Mariners","Match Odds","2026-03-21 06:00:00"
"sentrybot","35349743","1.255010710","6555433","MATCH_ODDS","0","BACK","Wolfsburg v Werder Bremen","Match Odds","2026-03-21 14:30:00"
"sentrybot","35375573","1.255337821","55896077","ASIAN_HANDICAP","0","BACK","Yunnan Yukun v Shandong Taishan","Asian Handicap","2026-03-21 12:00:00"
"sentrybot","35393575","1.255571966","5021204","MATCH_ODDS","0","BACK","Tegevajaro Miyazaki v Roasso Kumamoto","Match Odds","2026-03-21 05:00:00"
"sentrybot","35351323","1.255291261","1205124","MATCH_ODDS","0","BACK","Melbourne Victory v Central Coast Mariners","Match Odds","2026-03-21 06:10:00"
"sentrybot","35379106","1.255398739","5851482","FIRST_HALF_GOALS","0","BACK","Liaoning Tieren v Tianjin Jinmen Tiger","First Half Goals 0.5","2026-03-21 07:30:00"
"sentrybot","35372850","1.255303851","256171","ASIAN_HANDICAP","0","BACK","Southampton v Oxford United","Asian Handicap","2026-03-21 15:00:00"
"sentrybot","35372846","1.255304326","48470","MATCH_ODDS","0","BACK","Sheffield United v Wrexham","Match Odds","2026-03-21 15:00:00"
"sentrybot","35375915","1.255343518","84995278","MATCH_ODDS","0","BACK","Qingdao West Coast v Shenzhen Peng City","Match Odds","2026-03-21 11:35:00"
"sentrybot","35372944","1.255315437","176184","MATCH_ODDS","0","BACK","FC Zurich v Thun","Match Odds","2026-03-21 17:00:00"
"sentrybot","35338086","1.254834673","56299","MATCH_ODDS","0","BACK","Fulham v Burnley","Match Odds","2026-03-21 15:00:00"
"sentrybot","35380203","1.255594349","13305501","MATCH_ODDS","0","BACK","Nashville Predators v Vegas Golden Knights","Moneyline","2026-03-21 18:00:00"
"sentrybot","35349757","1.255010142","44787","MATCH_ODDS","0","BACK","Heidenheim v Bayer Leverkusen","Match Odds","2026-03-21 14:30:00"
"sentrybot","35377224","1.255372661","6542374","MATCH_ODDS","0","BACK","Energie Cottbus v SSV Ulm","Match Odds","2026-03-21 13:00:00"
"sentrybot","35396904","1.255606595","10653342","MATCH_ODDS","0","BACK","HPK v Lukko","Moneyline","2026-03-21 15:00:00"
"sentrybot","35370892","1.255285200","1550828","ASIAN_HANDICAP","0","BACK","Beijing Guoan v Shanghai Shenhua","Asian Handicap","2026-03-21 07:30:00"
"sentrybot","35386975","1.255505811","1196407","ASIAN_HANDICAP","0","BACK","Sydney Kings v Adelaide 36ers","Handicap","2026-03-21 08:05:00"
"sentrybot","35372287","1.255295737","1282860","MATCH_ODDS","0","BACK","Braintree Town v Scunthorpe United","Match Odds","2026-03-21 15:00:00"
"sentrybot","35338087","1.254834489","56343","ASIAN_HANDICAP","0","BACK","Everton v Chelsea","Asian Handicap","2026-03-21 17:30:00"
"sentrybot","35389373","1.255581249","5727460","MATCH_ODDS","0","BACK","Chrudim v Banik Ostrava II","Match Odds","2026-03-21 09:15:00"
"sentrybot","35379703","1.255399773","309689","MATCH_ODDS","0","BACK","Saint-Etienne v Annecy","Match Odds","2026-03-21 19:00:00"
"sentrybot","35373153","1.255311451","69716","MATCH_ODDS","0","BACK","Mansfield Town v Northampton Town","Match Odds","2026-03-21 15:00:00"
"sentrybot","35379747","1.255400130","3351396","MATCH_ODDS","0","BACK","Cracovia Krakow v GKS Katowice","Match Odds","2026-03-21 13:45:00"
"sentrybot","35389373","1.255581249","25130637","MATCH_ODDS","0","BACK","Chrudim v Banik Ostrava II","Match Odds","2026-03-21 09:15:00"
"sentrybot","35377104","1.255369688","5759757","MATCH_ODDS","0","BACK","FC Andorra v Eibar","Match Odds","2026-03-21 15:15:00"
"sentrybot","35379959","1.255407444","12395256","MATCH_ODDS","0","BACK","Narva Trans v Parnu Vaprus","Match Odds","2026-03-21 12:30:00"
"sentrybot","35375955","1.255360463","11801202","MATCH_ODDS","0","BACK","Septemvri Sofia v Arda","Match Odds","2026-03-21 10:30:00"
"sentrybot","35352387","1.255039231","189829","MATCH_ODDS","0","BACK","Nice v Paris Saint-Germain","Match Odds","2026-03-21 20:05:00"
"sentrybot","35375955","1.255360463","20731976","MATCH_ODDS","0","BACK","Septemvri Sofia v Arda","Match Odds","2026-03-21 10:30:00"
"sentrybot","35396128","1.255603325","12273246","MATCH_ODDS","0","BACK","Liaoning Flying Leopards v Beijing Ducks","Moneyline","2026-03-21 11:35:00"
"sentrybot","35396121","1.255605415","8995032","ASIAN_HANDICAP","0","BACK","Zhejiang Golden Bulls v Jilin Northeast Tigers","Handicap","2026-03-21 11:35:00"
"sentrybot","35375992","1.255345193","9645518","MATCH_ODDS","0","BACK","Ayutthaya United v Nakhon Ratchasima FC","Match Odds","2026-03-21 11:00:00"
"sentrybot","35338086","1.254834625","1222344","GOAL_LINES","0","BACK","Fulham v Burnley","Over/Under 3.5 Goals","2026-03-21 15:00:00"
"sentrybot","35375954","1.255344913","21868583","MATCH_ODDS","0","BACK","Levski Sofia v Cherno More","Match Odds","2026-03-21 15:30:00"
"sentrybot","35378420","1.255388455","71387076","MATCH_ODDS","0","BACK","Bragantino v Botafogo FR RJ","Match Odds","2026-03-21 19:00:00"
"sentrybot","35374519","1.255323982","171903","MATCH_ODDS","0","BACK","Toronto FC v Columbus Crew","Match Odds","2026-03-21 17:00:00"
"sentrybot","35378430","1.255387055","198133","MATCH_ODDS","0","BACK","Fluminense v Atletico Mineiro","Match Odds","2026-03-21 21:30:00"
"sentrybot","35378496","1.255388176","5168594","MATCH_ODDS","0","BACK","Al Mokawloon Al Arab v Petrojet","Match Odds","2026-03-21 15:00:00"
"sentrybot","35390845","1.255607788","237485","MATCH_ODDS","0","BACK","Washington Wizards v Oklahoma City Thunder","Moneyline","2026-03-21 21:00:00"
"sentrybot","35379964","1.255416567","10443529","MATCH_ODDS","0","BACK","Nomme United v Tartu JK Tammeka","Match Odds","2026-03-21 10:30:00"
"sentrybot","35372957","1.255307404","55213","MATCH_ODDS","0","BACK","Walsall v Newport County","Match Odds","2026-03-21 15:00:00"
"sentrybot","35373153","1.255311451","5034","MATCH_ODDS","0","BACK","Mansfield Town v Northampton Town","Match Odds","2026-03-21 15:00:00"
"sentrybot","35372183","1.255296407","46283","MATCH_ODDS","0","BACK","Ayr United v Greenock Morton","Match Odds","2026-03-21 15:00:00"
"sentrybot","35377118","1.255370293","13360","MATCH_ODDS","0","BACK","Cadiz v Malaga","Match Odds","2026-03-21 17:30:00"
"sentrybot","35380055","1.255414961","1221385","FIRST_HALF_GOALS","0","BACK","Racing Santander v Albacete","First Half Goals 1.5","2026-03-21 15:15:00"
"sentrybot","35376435","1.255351967","58252361","MATCH_ODDS","0","BACK","Tondela v AVS","Match Odds","2026-03-21 20:30:00"
"sentrybot","35396121","1.255605414","8995032","MATCH_ODDS","0","BACK","Zhejiang Golden Bulls v Jilin Northeast Tigers","Moneyline","2026-03-21 11:35:00"
"sentrybot","35373151","1.255311559","148737","MATCH_ODDS","0","BACK","Lincoln City v Rotherham United","Match Odds","2026-03-21 15:00:00"
"sentrybot","35352380","1.255037729","44794","MATCH_ODDS","0","BACK","Toulouse v Lorient","Match Odds","2026-03-21 16:00:00"
"sentrybot","35351182","1.255019589","2013140","MATCH_ODDS","0","BACK","Juventus v Sassuolo","Match Odds","2026-03-21 19:45:00"
"sentrybot","35372951","1.255309471","48759","MATCH_ODDS","0","BACK","Derby County v Birmingham City","Match Odds","2026-03-21 12:30:00"
"sentrybot","35371650","1.255290367","498543","MATCH_ODDS","0","BACK","Paderborn v Dynamo Dresden","Match Odds","2026-03-21 12:00:00"
"sentrybot","35371651","1.255290216","14075","ASIAN_HANDICAP","0","BACK","Nurnberg v Kaiserslautern","Asian Handicap","2026-03-21 12:00:00"
"sentrybot","35385312","1.255474286","10282851","MATCH_ODDS","0","BACK","Rukh Lviv v LNZ Cherkasy","Match Odds","2026-03-21 13:30:00"
"sentrybot","35375887","1.255343030","7611327","MATCH_ODDS","0","BACK","Benfica v Academico Viseu","Match Odds","2026-03-21 11:00:00"
"sentrybot","35393527","1.255571156","39632858","MATCH_ODDS","0","BACK","Nanjing City v Yanbian Longding","Match Odds","2026-03-21 11:30:00"
"sentrybot","35375887","1.255343040","5851482","FIRST_HALF_GOALS","0","BACK","Lusitania Lourosa v Academico de Viseu","First Half Goals 0.5","2026-03-21 11:00:00"
"sentrybot","35394211","1.255579823","27301411","MATCH_ODDS","0","BACK","Kerala Blasters v Punjab","Match Odds","2026-03-21 14:00:00"
"sentrybot","35376309","1.255363458","5849012","MATCH_ODDS","0","BACK","Peristeri Athens v PAOK BC","Moneyline","2026-03-21 16:15:00"
"sentrybot","35380325","1.255594848","25612","MATCH_ODDS","0","BACK","Minnesota Wild v Dallas Stars","Moneyline","2026-03-21 20:00:00"
"sentrybot","35377258","1.255373368","504779","MATCH_ODDS","0","BACK","Montevideo Wanderers v Danubio","Match Odds","2026-03-21 19:00:00"
"sentrybot","35393499","1.255570976","56616763","MATCH_ODDS","0","BACK","Shijiazhuang Gongfu v Changchun Yatai","Match Odds","2026-03-21 11:30:00"
"sentrybot","35376462","1.255352941","110687","MATCH_ODDS","0","BACK","SC Verl v Saarbrucken","Match Odds","2026-03-21 15:30:00"
"sentrybot","35372473","1.255304812","74303","MATCH_ODDS","0","BACK","Blackburn Rovers v Middlesbrough","Match Odds","2026-03-21 12:30:00"
"sentrybot","35393500","1.255570886","85226388","MATCH_ODDS","0","BACK","Dingnan United v Nantong Zhiyun","Match Odds","2026-03-21 11:30:00"
"sentrybot","35375939","1.255582191","72963249","MATCH_ODDS","0","BACK","Rayong FC v Kanchanaburi","Match Odds","2026-03-21 12:30:00"
"sentrybot","35375936","1.255344423","6250160","MATCH_ODDS","0","BACK","Umraniyespor v Pendikspor","Match Odds","2026-03-21 16:00:00"
"sentrybot","35376178","1.255364682","28212","MATCH_ODDS","0","BACK","AaB v Esbjerg fB","Match Odds","2026-03-21 12:00:00"
"sentrybot","35380095","1.255417244","1221385","FIRST_HALF_GOALS","0","BACK","Hearts v Dundee","First Half Goals 1.5","2026-03-21 15:00:00"
"sentrybot","35373899","1.255318855","8179917","MATCH_ODDS","0","BACK","Leganes v Ceuta","Match Odds","2026-03-21 13:00:00"
"sentrybot","35372301","1.255296131","41998","MATCH_ODDS","0","BACK","Woking v Aldershot Town","Match Odds","2026-03-21 12:30:00"
"sentrybot","35351205","1.255020249","10513040","ASIAN_HANDICAP","0","BACK","Parma v Cremonese","Asian Handicap","2026-03-21 14:00:00"
"sentrybot","35351202","1.255020073","10542","ASIAN_HANDICAP","0","BACK","Elche v Mallorca","Asian Handicap","2026-03-21 13:00:00"
"sentrybot","35351122","1.255018420","44503","MATCH_ODDS","0","BACK","AC Milan v Torino","Match Odds","2026-03-21 17:00:00"
"sentrybot","35379688","1.255399881","4864974","MATCH_ODDS","0","BACK","Troyes v Dunkerque","Match Odds","2026-03-21 13:00:00"
"sentrybot","35350094","1.255008471","44783","MATCH_ODDS","0","BACK","FC Koln v Borussia Monchengladbach","Match Odds","2026-03-21 14:30:00"
"sentrybot","35373899","1.255318858","47972","GOAL_LINES","0","BACK","Leganes v Ceuta","Over/Under 2.5 Goals","2026-03-21 13:00:00"
"sentrybot","35379959","1.255407444","46983","MATCH_ODDS","0","BACK","Narva Trans v Parnu Vaprus","Match Odds","2026-03-21 12:30:00"
"sentrybot","35376514","1.255354301","10782","MATCH_ODDS","0","BACK","Odra Opole v Wisla Krakow","Match Odds","2026-03-21 13:00:00"
"sentrybot","35372290","1.255295629","62505","MATCH_ODDS","0","BACK","Altrincham v Southend United","Match Odds","2026-03-21 15:00:00"
"sentrybot","35375939","1.255582191","7906034","MATCH_ODDS","0","BACK","Rayong FC v Kanchanaburi","Match Odds","2026-03-21 12:30:00"
"sentrybot","35371661","1.255292636","3981030","MATCH_ODDS","0","BACK","Brondby v HB Koge","Match Odds","2026-03-21 13:00:00"
"sentrybot","35376529","1.255354748","2160683","MATCH_ODDS","0","BACK","LKS Lodz v Ruch Chorzow","Match Odds","2026-03-21 13:30:00"
"sentrybot","35373583","1.255320406","729806","MATCH_ODDS","0","BACK","Stenhousemuir v Kelty Hearts","Match Odds","2026-03-21 15:00:00"
"sentrybot","35383930","1.255460327","60307","MATCH_ODDS","0","BACK","Padova v Palermo","Match Odds","2026-03-21 14:00:00"
"sentrybot","35389512","1.255584095","14998691","MATCH_ODDS","0","BACK","Taborsko v Hanacka Slavia Kromeriz","Match Odds","2026-03-21 14:00:00"
"sentrybot","35373167","1.255313663","69746","MATCH_ODDS","0","BACK","Wigan Athletic v Exeter City","Match Odds","2026-03-21 15:00:00"
